Statename,StateID,Count,Site,Year,Survey,Species,ManagementZone,Population
MT,4,0,307,2012,2,SG,Management Zone I,SimData
MT,4,0,307,2012,1,SG,Management Zone I,SimData
MT,4,0,307,2013,1,SG,Management Zone I,SimData
MT,4,5,307,2013,2,SG,Management Zone I,SimData
MT,4,0,307,2013,1,SG,Management Zone I,SimData
MT,4,16,308,2007,4,SG,Management Zone I,SimData
MT,4,9,308,2009,1,SG,Management Zone I,SimData
MT,4,0,308,2010,1,SG,Management Zone I,SimData
MT,4,0,308,2012,1,SG,Management Zone I,SimData
MT,4,2,308,2014,1,SG,Management Zone I,SimData
MT,4,7,309,2007,1,SG,Management Zone I,SimData
MT,4,0,309,2008,1,SG,Management Zone I,SimData
MT,4,0,309,2010,1,SG,Management Zone I,SimData
MT,4,7,310,2007,1,SG,Management Zone I,SimData
MT,4,0,310,2010,1,SG,Management Zone I,SimData
MT,4,0,310,2014,1,SG,Management Zone I,SimData
MT,4,30,311,2007,1,SG,Management Zone I,SimData
MT,4,25,311,2011,1,SG,Management Zone I,SimData
MT,4,37,311,2011,2,SG,Management Zone I,SimData
MT,4,9,311,2012,1,SG,Management Zone I,SimData
MT,4,0,311,2012,2,SG,Management Zone I,SimData
MT,4,7,311,2014,1,SG,Management Zone I,SimData
MT,4,2,311,2014,2,SG,Management Zone I,SimData
MT,4,29,312,2007,1,SG,Management Zone I,SimData
MT,4,32,312,2008,1,SG,Management Zone I,SimData
MT,4,29,312,2008,2,SG,Management Zone I,SimData
MT,4,28,312,2009,1,SG,Management Zone I,SimData
MT,4,40,312,2009,2,SG,Management Zone I,SimData
MT,4,36,312,2010,1,SG,Management Zone I,SimData
MT,4,32,312,2010,2,SG,Management Zone I,SimData
MT,4,6,312,2011,1,SG,Management Zone I,SimData
MT,4,23,312,2012,2,SG,Management Zone I,SimData
MT,4,27,312,2012,1,SG,Management Zone I,SimData
MT,4,25,312,2013,1,SG,Management Zone I,SimData
MT,4,24,312,2013,2,SG,Management Zone I,SimData
MT,4,12,312,2014,2,SG,Management Zone I,SimData
MT,4,5,312,2014,1,SG,Management Zone I,SimData
MT,4,0,313,2007,1,SG,Management Zone I,SimData
MT,4,3,313,2011,1,SG,Management Zone I,SimData
MT,4,5,313,2012,1,SG,Management Zone I,SimData
MT,4,0,313,2013,1,SG,Management Zone I,SimData
MT,4,16,314,2005,1,SG,Management Zone I,SimData
MT,4,8,314,2007,1,SG,Management Zone I,SimData
MT,4,8,314,2008,1,SG,Management Zone I,SimData
MT,4,17,314,2011,1,SG,Management Zone I,SimData
MT,4,16,314,2014,2,SG,Management Zone I,SimData
MT,4,13,314,2014,1,SG,Management Zone I,SimData
MT,4,14,314,2014,3,SG,Management Zone I,SimData
MT,4,14,315,2006,2,SG,Management Zone I,SimData
MT,4,14,315,2006,1,SG,Management Zone I,SimData
MT,4,20,315,2007,1,SG,Management Zone I,SimData
MT,4,6,315,2008,1,SG,Management Zone I,SimData
MT,4,4,315,2009,1,SG,Management Zone I,SimData
MT,4,3,315,2010,1,SG,Management Zone I,SimData
MT,4,27,315,2010,3,SG,Management Zone I,SimData
MT,4,15,315,2010,2,SG,Management Zone I,SimData
MT,4,2,315,2011,1,SG,Management Zone I,SimData
MT,4,10,315,2012,1,SG,Management Zone I,SimData
MT,4,6,315,2012,2,SG,Management Zone I,SimData
MT,4,15,315,2013,2,SG,Management Zone I,SimData
MT,4,0,315,2013,3,SG,Management Zone I,SimData
MT,4,4,315,2013,1,SG,Management Zone I,SimData
MT,4,11,315,2014,2,SG,Management Zone I,SimData
MT,4,12,315,2014,1,SG,Management Zone I,SimData
MT,4,14,315,2014,3,SG,Management Zone I,SimData
MT,4,15,316,2008,1,SG,Management Zone I,SimData
MT,4,5,316,2012,1,SG,Management Zone I,SimData
MT,4,4,316,2012,2,SG,Management Zone I,SimData
MT,4,0,316,2013,1,SG,Management Zone I,SimData
MT,4,30,317,2006,1,SG,Management Zone I,SimData
MT,4,26,317,2007,1,SG,Management Zone I,SimData
MT,4,24,317,2008,1,SG,Management Zone I,SimData
MT,4,9,317,2010,1,SG,Management Zone I,SimData
MT,4,11,317,2012,1,SG,Management Zone I,SimData
MT,4,8,318,2005,1,SG,Management Zone I,SimData
MT,4,14,318,2006,1,SG,Management Zone I,SimData
MT,4,15,318,2007,1,SG,Management Zone I,SimData
MT,4,16,318,2008,1,SG,Management Zone I,SimData
MT,4,19,318,2009,1,SG,Management Zone I,SimData
MT,4,0,318,2010,1,SG,Management Zone I,SimData
MT,4,4,318,2010,2,SG,Management Zone I,SimData
MT,4,27,318,2012,1,SG,Management Zone I,SimData
MT,4,3,318,2014,1,SG,Management Zone I,SimData
MT,4,6,318,2014,2,SG,Management Zone I,SimData
MT,4,18,318,2014,3,SG,Management Zone I,SimData
MT,4,19,319,2006,1,SG,Management Zone I,SimData
MT,4,21,319,2007,1,SG,Management Zone I,SimData
MT,4,20,319,2008,2,SG,Management Zone I,SimData
MT,4,16,319,2008,1,SG,Management Zone I,SimData
MT,4,26,319,2009,1,SG,Management Zone I,SimData
MT,4,15,319,2009,3,SG,Management Zone I,SimData
MT,4,17,319,2009,2,SG,Management Zone I,SimData
MT,4,17,319,2010,1,SG,Management Zone I,SimData
MT,4,21,319,2012,1,SG,Management Zone I,SimData
MT,4,20,319,2014,2,SG,Management Zone I,SimData
MT,4,8,319,2014,1,SG,Management Zone I,SimData
MT,4,15,319,2014,3,SG,Management Zone I,SimData
MT,4,20,320,2002,1,SG,Management Zone I,SimData
MT,4,13,320,2002,2,SG,Management Zone I,SimData
MT,4,25,320,2002,3,SG,Management Zone I,SimData
MT,4,12,320,2003,1,SG,Management Zone I,SimData
MT,4,13,320,2003,2,SG,Management Zone I,SimData
MT,4,16,320,2003,3,SG,Management Zone I,SimData
MT,4,9,320,2004,4,SG,Management Zone I,SimData
MT,4,4,320,2004,1,SG,Management Zone I,SimData
MT,4,12,320,2004,2,SG,Management Zone I,SimData
MT,4,8,320,2004,3,SG,Management Zone I,SimData
MT,4,14,320,2005,1,SG,Management Zone I,SimData
MT,4,42,320,2005,2,SG,Management Zone I,SimData
MT,4,29,320,2006,1,SG,Management Zone I,SimData
MT,4,39,320,2006,2,SG,Management Zone I,SimData
MT,4,22,320,2006,3,SG,Management Zone I,SimData
MT,4,51,320,2007,1,SG,Management Zone I,SimData
MT,4,25,320,2007,2,SG,Management Zone I,SimData
MT,4,61,320,2007,3,SG,Management Zone I,SimData
MT,4,75,320,2007,4,SG,Management Zone I,SimData
MT,4,71,320,2007,5,SG,Management Zone I,SimData
MT,4,74,320,2007,6,SG,Management Zone I,SimData
MT,4,19,320,2008,3,SG,Management Zone I,SimData
MT,4,28,320,2008,4,SG,Management Zone I,SimData
MT,4,24,320,2008,1,SG,Management Zone I,SimData
MT,4,25,320,2008,2,SG,Management Zone I,SimData
MT,4,14,320,2008,6,SG,Management Zone I,SimData
MT,4,10,320,2008,5,SG,Management Zone I,SimData
MT,4,21,320,2008,7,SG,Management Zone I,SimData
MT,4,10,320,2008,8,SG,Management Zone I,SimData
MT,4,13,320,2009,3,SG,Management Zone I,SimData
MT,4,16,320,2009,4,SG,Management Zone I,SimData
MT,4,5,320,2009,5,SG,Management Zone I,SimData
MT,4,0,320,2009,6,SG,Management Zone I,SimData
MT,4,6,320,2009,7,SG,Management Zone I,SimData
MT,4,15,320,2009,8,SG,Management Zone I,SimData
MT,4,2,320,2009,1,SG,Management Zone I,SimData
MT,4,6,320,2009,2,SG,Management Zone I,SimData
MT,4,0,320,2010,1,SG,Management Zone I,SimData
MT,4,23,320,2010,2,SG,Management Zone I,SimData
MT,4,0,320,2010,3,SG,Management Zone I,SimData
MT,4,3,320,2010,4,SG,Management Zone I,SimData
MT,4,10,320,2010,5,SG,Management Zone I,SimData
MT,4,5,320,2010,6,SG,Management Zone I,SimData
MT,4,0,320,2011,1,SG,Management Zone I,SimData
MT,4,8,320,2011,2,SG,Management Zone I,SimData
MT,4,7,320,2011,3,SG,Management Zone I,SimData
MT,4,14,320,2011,6,SG,Management Zone I,SimData
MT,4,4,320,2011,4,SG,Management Zone I,SimData
MT,4,0,320,2011,5,SG,Management Zone I,SimData
MT,4,8,320,2012,3,SG,Management Zone I,SimData
MT,4,5,320,2012,4,SG,Management Zone I,SimData
MT,4,12,320,2012,1,SG,Management Zone I,SimData
MT,4,1,320,2012,2,SG,Management Zone I,SimData
MT,4,7,320,2013,3,SG,Management Zone I,SimData
MT,4,6,320,2013,4,SG,Management Zone I,SimData
MT,4,3,320,2013,1,SG,Management Zone I,SimData
MT,4,5,320,2013,2,SG,Management Zone I,SimData
MT,4,0,320,2014,1,SG,Management Zone I,SimData
MT,4,4,320,2014,2,SG,Management Zone I,SimData
MT,4,1,320,2014,3,SG,Management Zone I,SimData
MT,4,41,321,2002,2,SG,Management Zone I,SimData
MT,4,24,321,2002,4,SG,Management Zone I,SimData
MT,4,50,321,2002,6,SG,Management Zone I,SimData
MT,4,28,321,2002,1,SG,Management Zone I,SimData
MT,4,49,321,2002,3,SG,Management Zone I,SimData
MT,4,41,321,2002,5,SG,Management Zone I,SimData
MT,4,33,321,2003,1,SG,Management Zone I,SimData
MT,4,33,321,2003,2,SG,Management Zone I,SimData
MT,4,50,321,2003,3,SG,Management Zone I,SimData
MT,4,35,321,2003,4,SG,Management Zone I,SimData
MT,4,55,321,2003,5,SG,Management Zone I,SimData
MT,4,59,321,2003,6,SG,Management Zone I,SimData
MT,4,26,321,2004,1,SG,Management Zone I,SimData
MT,4,0,321,2004,2,SG,Management Zone I,SimData
MT,4,44,321,2004,3,SG,Management Zone I,SimData
MT,4,7,321,2004,4,SG,Management Zone I,SimData
MT,4,17,321,2004,5,SG,Management Zone I,SimData
MT,4,41,321,2004,6,SG,Management Zone I,SimData
MT,4,37,321,2004,7,SG,Management Zone I,SimData
MT,4,44,321,2005,1,SG,Management Zone I,SimData
MT,4,35,321,2005,2,SG,Management Zone I,SimData
MT,4,3,321,2005,3,SG,Management Zone I,SimData
MT,4,39,321,2005,5,SG,Management Zone I,SimData
MT,4,0,321,2005,7,SG,Management Zone I,SimData
MT,4,17,321,2005,8,SG,Management Zone I,SimData
MT,4,29,321,2005,4,SG,Management Zone I,SimData
MT,4,33,321,2005,6,SG,Management Zone I,SimData
MT,4,30,321,2005,9,SG,Management Zone I,SimData
MT,4,56,321,2006,4,SG,Management Zone I,SimData
MT,4,0,321,2006,2,SG,Management Zone I,SimData
MT,4,40,321,2006,1,SG,Management Zone I,SimData
MT,4,37,321,2006,3,SG,Management Zone I,SimData
MT,4,56,321,2007,3,SG,Management Zone I,SimData
MT,4,0,321,2007,4,SG,Management Zone I,SimData
MT,4,54,321,2007,5,SG,Management Zone I,SimData
MT,4,57,321,2007,2,SG,Management Zone I,SimData
MT,4,48,321,2007,1,SG,Management Zone I,SimData
MT,4,4,321,2008,1,SG,Management Zone I,SimData
MT,4,11,321,2008,6,SG,Management Zone I,SimData
MT,4,3,321,2008,2,SG,Management Zone I,SimData
MT,4,46,321,2008,3,SG,Management Zone I,SimData
MT,4,2,321,2008,4,SG,Management Zone I,SimData
MT,4,39,321,2008,5,SG,Management Zone I,SimData
MT,4,38,321,2009,2,SG,Management Zone I,SimData
MT,4,44,321,2009,3,SG,Management Zone I,SimData
MT,4,47,321,2009,5,SG,Management Zone I,SimData
MT,4,21,321,2009,4,SG,Management Zone I,SimData
MT,4,33,321,2009,1,SG,Management Zone I,SimData
MT,4,21,321,2010,2,SG,Management Zone I,SimData
MT,4,26,321,2010,3,SG,Management Zone I,SimData
MT,4,24,321,2010,1,SG,Management Zone I,SimData
MT,4,25,321,2010,4,SG,Management Zone I,SimData
MT,4,20,321,2011,1,SG,Management Zone I,SimData
MT,4,9,321,2011,8,SG,Management Zone I,SimData
MT,4,0,321,2011,5,SG,Management Zone I,SimData
MT,4,24,321,2011,7,SG,Management Zone I,SimData
MT,4,13,321,2011,4,SG,Management Zone I,SimData
MT,4,18,321,2011,3,SG,Management Zone I,SimData
MT,4,4,321,2011,6,SG,Management Zone I,SimData
MT,4,21,321,2011,2,SG,Management Zone I,SimData
MT,4,1,321,2012,1,SG,Management Zone I,SimData
MT,4,20,321,2012,9,SG,Management Zone I,SimData
MT,4,21,321,2012,2,SG,Management Zone I,SimData
MT,4,13,321,2012,3,SG,Management Zone I,SimData
MT,4,9,321,2012,4,SG,Management Zone I,SimData
MT,4,19,321,2012,5,SG,Management Zone I,SimData
MT,4,20,321,2012,6,SG,Management Zone I,SimData
MT,4,0,321,2012,7,SG,Management Zone I,SimData
MT,4,23,321,2012,8,SG,Management Zone I,SimData
MT,4,22,321,2013,3,SG,Management Zone I,SimData
MT,4,26,321,2013,5,SG,Management Zone I,SimData
MT,4,24,321,2013,4,SG,Management Zone I,SimData
MT,4,25,321,2013,1,SG,Management Zone I,SimData
MT,4,0,321,2013,2,SG,Management Zone I,SimData
MT,4,13,321,2013,6,SG,Management Zone I,SimData
MT,4,20,321,2014,1,SG,Management Zone I,SimData
MT,4,17,321,2014,3,SG,Management Zone I,SimData
MT,4,24,321,2014,4,SG,Management Zone I,SimData
MT,4,19,321,2014,2,SG,Management Zone I,SimData
MT,4,54,322,2002,1,SG,Management Zone I,SimData
MT,4,50,322,2002,2,SG,Management Zone I,SimData
MT,4,52,322,2002,3,SG,Management Zone I,SimData
MT,4,65,322,2002,4,SG,Management Zone I,SimData
MT,4,52,322,2003,2,SG,Management Zone I,SimData
MT,4,48,322,2003,3,SG,Management Zone I,SimData
MT,4,61,322,2003,4,SG,Management Zone I,SimData
MT,4,44,322,2003,1,SG,Management Zone I,SimData
MT,4,76,322,2004,7,SG,Management Zone I,SimData
MT,4,47,322,2004,1,SG,Management Zone I,SimData
MT,4,38,322,2004,2,SG,Management Zone I,SimData
MT,4,48,322,2004,3,SG,Management Zone I,SimData
MT,4,61,322,2004,5,SG,Management Zone I,SimData
MT,4,72,322,2004,6,SG,Management Zone I,SimData
MT,4,74,322,2004,4,SG,Management Zone I,SimData
MT,4,57,322,2005,1,SG,Management Zone I,SimData
MT,4,53,322,2005,2,SG,Management Zone I,SimData
MT,4,48,322,2006,1,SG,Management Zone I,SimData
MT,4,80,322,2006,2,SG,Management Zone I,SimData
MT,4,89,322,2006,3,SG,Management Zone I,SimData
MT,4,71,322,2007,1,SG,Management Zone I,SimData
MT,4,65,322,2007,2,SG,Management Zone I,SimData
MT,4,72,322,2007,3,SG,Management Zone I,SimData
MT,4,84,322,2007,4,SG,Management Zone I,SimData
MT,4,45,322,2008,2,SG,Management Zone I,SimData
MT,4,63,322,2008,1,SG,Management Zone I,SimData
MT,4,22,322,2008,3,SG,Management Zone I,SimData
MT,4,40,322,2009,2,SG,Management Zone I,SimData
MT,4,41,322,2009,3,SG,Management Zone I,SimData
MT,4,51,322,2009,4,SG,Management Zone I,SimData
MT,4,28,322,2009,1,SG,Management Zone I,SimData
MT,4,29,322,2010,1,SG,Management Zone I,SimData
MT,4,40,322,2010,2,SG,Management Zone I,SimData
MT,4,42,322,2010,3,SG,Management Zone I,SimData
MT,4,18,322,2011,1,SG,Management Zone I,SimData
MT,4,25,322,2011,2,SG,Management Zone I,SimData
MT,4,40,322,2011,5,SG,Management Zone I,SimData
MT,4,9,322,2011,3,SG,Management Zone I,SimData
MT,4,43,322,2011,4,SG,Management Zone I,SimData
MT,4,32,322,2012,2,SG,Management Zone I,SimData
MT,4,42,322,2012,5,SG,Management Zone I,SimData
MT,4,40,322,2012,3,SG,Management Zone I,SimData
MT,4,6,322,2012,4,SG,Management Zone I,SimData
MT,4,9,322,2012,1,SG,Management Zone I,SimData
MT,4,37,322,2013,3,SG,Management Zone I,SimData
MT,4,37,322,2013,4,SG,Management Zone I,SimData
MT,4,29,322,2013,1,SG,Management Zone I,SimData
MT,4,33,322,2013,2,SG,Management Zone I,SimData
MT,4,25,322,2014,1,SG,Management Zone I,SimData
MT,4,15,322,2014,2,SG,Management Zone I,SimData
MT,4,14,322,2014,3,SG,Management Zone I,SimData
MT,4,34,322,2014,5,SG,Management Zone I,SimData
MT,4,27,322,2014,4,SG,Management Zone I,SimData
MT,4,5,323,2002,2,SG,Management Zone I,SimData
MT,4,16,323,2002,3,SG,Management Zone I,SimData
MT,4,3,323,2002,1,SG,Management Zone I,SimData
MT,4,1,323,2002,4,SG,Management Zone I,SimData
MT,4,0,323,2003,1,SG,Management Zone I,SimData
MT,4,24,323,2003,2,SG,Management Zone I,SimData
MT,4,3,323,2003,3,SG,Management Zone I,SimData
MT,4,0,323,2004,4,SG,Management Zone I,SimData
MT,4,9,323,2004,1,SG,Management Zone I,SimData
MT,4,6,323,2004,2,SG,Management Zone I,SimData
MT,4,0,323,2004,3,SG,Management Zone I,SimData
MT,4,0,323,2004,5,SG,Management Zone I,SimData
MT,4,6,323,2005,1,SG,Management Zone I,SimData
MT,4,0,323,2005,3,SG,Management Zone I,SimData
MT,4,13,323,2005,2,SG,Management Zone I,SimData
MT,4,11,323,2005,4,SG,Management Zone I,SimData
MT,4,0,323,2006,1,SG,Management Zone I,SimData
MT,4,4,323,2006,2,SG,Management Zone I,SimData
MT,4,11,323,2007,2,SG,Management Zone I,SimData
MT,4,7,323,2007,1,SG,Management Zone I,SimData
MT,4,0,323,2008,3,SG,Management Zone I,SimData
MT,4,0,323,2008,1,SG,Management Zone I,SimData
MT,4,0,323,2008,2,SG,Management Zone I,SimData
MT,4,10,323,2009,1,SG,Management Zone I,SimData
MT,4,0,323,2010,1,SG,Management Zone I,SimData
MT,4,1,323,2011,1,SG,Management Zone I,SimData
MT,4,0,323,2011,3,SG,Management Zone I,SimData
MT,4,8,323,2011,2,SG,Management Zone I,SimData
MT,4,9,323,2012,1,SG,Management Zone I,SimData
MT,4,2,323,2012,2,SG,Management Zone I,SimData
MT,4,4,323,2011,1,SG,Management Zone I,SimData
MT,4,7,324,2002,1,SG,Management Zone I,SimData
MT,4,9,324,2002,2,SG,Management Zone I,SimData
MT,4,4,324,2003,1,SG,Management Zone I,SimData
MT,4,6,324,2003,3,SG,Management Zone I,SimData
MT,4,25,324,2003,2,SG,Management Zone I,SimData
MT,4,17,324,2004,1,SG,Management Zone I,SimData
MT,4,5,324,2004,2,SG,Management Zone I,SimData
MT,4,20,324,2004,3,SG,Management Zone I,SimData
MT,4,13,324,2005,1,SG,Management Zone I,SimData
MT,4,14,324,2005,2,SG,Management Zone I,SimData
MT,4,11,324,2005,3,SG,Management Zone I,SimData
MT,4,0,324,2006,1,SG,Management Zone I,SimData
MT,4,25,324,2006,2,SG,Management Zone I,SimData
MT,4,5,324,2006,3,SG,Management Zone I,SimData
MT,4,32,324,2007,3,SG,Management Zone I,SimData
MT,4,19,324,2007,1,SG,Management Zone I,SimData
MT,4,24,324,2007,2,SG,Management Zone I,SimData
MT,4,25,324,2007,4,SG,Management Zone I,SimData
MT,4,17,324,2008,2,SG,Management Zone I,SimData
MT,4,9,324,2008,1,SG,Management Zone I,SimData
MT,4,1,324,2009,1,SG,Management Zone I,SimData
MT,4,3,324,2009,2,SG,Management Zone I,SimData
MT,4,2,324,2010,1,SG,Management Zone I,SimData
MT,4,14,324,2010,2,SG,Management Zone I,SimData
MT,4,0,324,2010,3,SG,Management Zone I,SimData
MT,4,0,324,2011,5,SG,Management Zone I,SimData
MT,4,0,324,2011,1,SG,Management Zone I,SimData
MT,4,2,324,2011,4,SG,Management Zone I,SimData
MT,4,3,324,2011,3,SG,Management Zone I,SimData
MT,4,8,324,2011,2,SG,Management Zone I,SimData
MT,4,0,324,2012,2,SG,Management Zone I,SimData
MT,4,0,324,2012,1,SG,Management Zone I,SimData
MT,4,9,324,2013,1,SG,Management Zone I,SimData
MT,4,7,324,2013,2,SG,Management Zone I,SimData
MT,4,4,324,2014,1,SG,Management Zone I,SimData
MT,4,0,324,2014,2,SG,Management Zone I,SimData
MT,4,9,325,2004,5,SG,Management Zone I,SimData
MT,4,8,325,2006,1,SG,Management Zone I,SimData
MT,4,0,325,2007,1,SG,Management Zone I,SimData
MT,4,3,325,2010,1,SG,Management Zone I,SimData
MT,4,0,325,2011,1,SG,Management Zone I,SimData
MT,4,7,325,2011,2,SG,Management Zone I,SimData
MT,4,0,325,2012,1,SG,Management Zone I,SimData
MT,4,0,325,2012,2,SG,Management Zone I,SimData
MT,4,7,325,2012,3,SG,Management Zone I,SimData
MT,4,0,325,2012,4,SG,Management Zone I,SimData
MT,4,0,325,2013,2,SG,Management Zone I,SimData
MT,4,5,325,2013,1,SG,Management Zone I,SimData
MT,4,4,325,2013,3,SG,Management Zone I,SimData
MT,4,0,325,2014,2,SG,Management Zone I,SimData
MT,4,0,325,2014,1,SG,Management Zone I,SimData
MT,4,0,326,2006,1,SG,Management Zone I,SimData
MT,4,8,326,2006,2,SG,Management Zone I,SimData
MT,4,6,326,2007,1,SG,Management Zone I,SimData
MT,4,2,326,2007,2,SG,Management Zone I,SimData
MT,4,0,326,2010,1,SG,Management Zone I,SimData
MT,4,0,326,2012,1,SG,Management Zone I,SimData
MT,4,0,326,2012,2,SG,Management Zone I,SimData
MT,4,2,326,2014,1,SG,Management Zone I,SimData
MT,4,0,327,2006,1,SG,Management Zone I,SimData
MT,4,4,327,2006,2,SG,Management Zone I,SimData
MT,4,0,327,2007,1,SG,Management Zone I,SimData
MT,4,0,327,2007,2,SG,Management Zone I,SimData
MT,4,3,327,2010,1,SG,Management Zone I,SimData
MT,4,7,327,2012,1,SG,Management Zone I,SimData
MT,4,24,328,2006,2,SG,Management Zone I,SimData
MT,4,0,328,2006,1,SG,Management Zone I,SimData
MT,4,7,328,2006,3,SG,Management Zone I,SimData
MT,4,0,328,2007,1,SG,Management Zone I,SimData
MT,4,0,328,2007,2,SG,Management Zone I,SimData
MT,4,10,328,2007,5,SG,Management Zone I,SimData
MT,4,14,328,2007,3,SG,Management Zone I,SimData
MT,4,17,328,2007,4,SG,Management Zone I,SimData
MT,4,19,328,2008,2,SG,Management Zone I,SimData
MT,4,4,328,2008,3,SG,Management Zone I,SimData
MT,4,30,328,2008,4,SG,Management Zone I,SimData
MT,4,15,328,2008,1,SG,Management Zone I,SimData
MT,4,7,328,2009,2,SG,Management Zone I,SimData
MT,4,9,328,2009,1,SG,Management Zone I,SimData
MT,4,7,328,2010,1,SG,Management Zone I,SimData
MT,4,1,328,2010,2,SG,Management Zone I,SimData
MT,4,14,328,2010,4,SG,Management Zone I,SimData
MT,4,5,328,2010,3,SG,Management Zone I,SimData
MT,4,2,328,2011,3,SG,Management Zone I,SimData
MT,4,6,328,2011,1,SG,Management Zone I,SimData
MT,4,13,328,2011,2,SG,Management Zone I,SimData
MT,4,6,328,2012,1,SG,Management Zone I,SimData
MT,4,7,328,2012,4,SG,Management Zone I,SimData
MT,4,10,328,2012,3,SG,Management Zone I,SimData
MT,4,0,328,2012,2,SG,Management Zone I,SimData
MT,4,0,328,2013,1,SG,Management Zone I,SimData
MT,4,5,328,2013,3,SG,Management Zone I,SimData
MT,4,0,328,2013,2,SG,Management Zone I,SimData
MT,4,0,328,2014,1,SG,Management Zone I,SimData
MT,4,14,328,2014,2,SG,Management Zone I,SimData
MT,4,10,328,2014,3,SG,Management Zone I,SimData
MT,4,2,329,2006,1,SG,Management Zone I,SimData
MT,4,9,329,2007,1,SG,Management Zone I,SimData
MT,4,9,329,2007,2,SG,Management Zone I,SimData
MT,4,0,329,2010,1,SG,Management Zone I,SimData
MT,4,1,329,2012,1,SG,Management Zone I,SimData
MT,4,5,329,2013,1,SG,Management Zone I,SimData
MT,4,0,330,2006,5,SG,Management Zone I,SimData
MT,4,8,330,2006,2,SG,Management Zone I,SimData
MT,4,0,330,2006,4,SG,Management Zone I,SimData
MT,4,2,330,2006,1,SG,Management Zone I,SimData
MT,4,8,330,2006,3,SG,Management Zone I,SimData
MT,4,5,331,2006,1,SG,Management Zone I,SimData
MT,4,11,331,2006,2,SG,Management Zone I,SimData
MT,4,7,331,2012,1,SG,Management Zone I,SimData
MT,4,4,332,2006,1,SG,Management Zone I,SimData
MT,4,4,332,2007,1,SG,Management Zone I,SimData
MT,4,0,332,2007,2,SG,Management Zone I,SimData
MT,4,3,332,2010,1,SG,Management Zone I,SimData
MT,4,0,332,2012,1,SG,Management Zone I,SimData
MT,4,0,333,2006,2,SG,Management Zone I,SimData
MT,4,4,333,2006,4,SG,Management Zone I,SimData
MT,4,2,333,2006,1,SG,Management Zone I,SimData
MT,4,0,333,2006,3,SG,Management Zone I,SimData
MT,4,7,333,2007,1,SG,Management Zone I,SimData
MT,4,0,333,2010,1,SG,Management Zone I,SimData
MT,4,0,333,2012,1,SG,Management Zone I,SimData
MT,4,0,333,2014,1,SG,Management Zone I,SimData
MT,4,0,334,2006,1,SG,Management Zone I,SimData
MT,4,0,334,2006,2,SG,Management Zone I,SimData
MT,4,0,334,2012,1,SG,Management Zone I,SimData
MT,4,9,335,2006,1,SG,Management Zone I,SimData
MT,4,2,335,2006,2,SG,Management Zone I,SimData
MT,4,10,335,2007,1,SG,Management Zone I,SimData
MT,4,9,335,2007,2,SG,Management Zone I,SimData
MT,4,0,335,2010,1,SG,Management Zone I,SimData
MT,4,13,336,2006,1,SG,Management Zone I,SimData
MT,4,2,336,2006,2,SG,Management Zone I,SimData
MT,4,9,336,2007,2,SG,Management Zone I,SimData
MT,4,6,336,2007,4,SG,Management Zone I,SimData
MT,4,8,336,2007,1,SG,Management Zone I,SimData
MT,4,15,336,2007,3,SG,Management Zone I,SimData
MT,4,0,336,2008,3,SG,Management Zone I,SimData
MT,4,7,336,2008,2,SG,Management Zone I,SimData
MT,4,0,336,2008,1,SG,Management Zone I,SimData
MT,4,4,336,2009,1,SG,Management Zone I,SimData
MT,4,0,336,2009,2,SG,Management Zone I,SimData
MT,4,2,336,2010,1,SG,Management Zone I,SimData
MT,4,14,336,2010,2,SG,Management Zone I,SimData
MT,4,17,336,2010,3,SG,Management Zone I,SimData
MT,4,3,336,2011,1,SG,Management Zone I,SimData
MT,4,12,336,2011,2,SG,Management Zone I,SimData
MT,4,2,336,2012,4,SG,Management Zone I,SimData
MT,4,0,336,2012,1,SG,Management Zone I,SimData
MT,4,10,336,2012,2,SG,Management Zone I,SimData
MT,4,0,336,2012,3,SG,Management Zone I,SimData
MT,4,0,336,2013,1,SG,Management Zone I,SimData
MT,4,0,336,2013,2,SG,Management Zone I,SimData
MT,4,9,336,2013,3,SG,Management Zone I,SimData
MT,4,0,336,2014,1,SG,Management Zone I,SimData
MT,4,0,336,2014,2,SG,Management Zone I,SimData
MT,4,5,336,2014,3,SG,Management Zone I,SimData
MT,4,0,337,2006,7,SG,Management Zone I,SimData
MT,4,7,337,2006,8,SG,Management Zone I,SimData
MT,4,8,337,2006,6,SG,Management Zone I,SimData
MT,4,5,337,2007,2,SG,Management Zone I,SimData
MT,4,2,337,2007,3,SG,Management Zone I,SimData
MT,4,7,337,2007,1,SG,Management Zone I,SimData
MT,4,3,337,2010,1,SG,Management Zone I,SimData
MT,4,12,337,2012,1,SG,Management Zone I,SimData
MT,4,4,338,2002,2,SG,Management Zone I,SimData
MT,4,18,338,2002,1,SG,Management Zone I,SimData
MT,4,12,338,2002,3,SG,Management Zone I,SimData
MT,4,9,338,2003,3,SG,Management Zone I,SimData
MT,4,12,338,2003,1,SG,Management Zone I,SimData
MT,4,8,338,2003,2,SG,Management Zone I,SimData
MT,4,13,338,2004,3,SG,Management Zone I,SimData
MT,4,0,338,2004,1,SG,Management Zone I,SimData
MT,4,14,338,2004,2,SG,Management Zone I,SimData
MT,4,10,338,2005,1,SG,Management Zone I,SimData
MT,4,2,338,2005,2,SG,Management Zone I,SimData
MT,4,1,338,2005,3,SG,Management Zone I,SimData
MT,4,0,338,2005,4,SG,Management Zone I,SimData
